rmsk_index	bin	swScore	milliDiv	milliDel	milliIns	genoName	genoStart	genoEnd	genoLeft	strand	repName	repClass	repFamily	repStart	repEnd	repLeft	id
312987	1869	1292	87	11	16	chr1	168346458	168346646	-27125325	+	B2_Mm2	SINE	B2	3	189	-6	2
1676844	1194	337	155	0	0	chr15	79874000	79874058	-24169627	-	B2_Mm2	SINE	B2	-137	58	1	1
1754766	693	1402	87	16	0	chr16	14278443	14278626	-83929142	+	B2_Mm2	SINE	B2	1	186	-9	1
5087762	1022	612	204	166	12	chrY	57346445	57346614	-34398084	-	B2_Mm2	SINE	B2	0	195	1	4
4964654	1787	400	66	330	37	chrX	157663073	157663182	-13368117	+	B2_Mm2	SINE	B2	47	187	-8	4
2264691	641	1444	60	38	0	chr19	7361646	7361831	-54069735	+	B2_Mm2	SINE	B2	1	192	-3	2
4106720	1416	605	253	46	76	chr7	108960479	108960511	-36480948	+	B2_Mm2	SINE	B2	161	193	-2	3
2271630	667	284	322	70	32	chr19	10802235	10802261	-50629305	+	B2_Mm2	SINE	B2	2	194	-1	2
341269	1975	809	183	45	65	chr1	182270396	182270595	-13201376	-	B2_Mm2	SINE	B2	0	195	1	3
1792554	835	1032	126	0	39	chr16	32875573	32875590	-65332178	+	B2_Mm2	SINE	B2	158	174	-21	1
3473130	1293	1083	99	122	0	chr5	92926129	92926301	-58908383	-	B2_Mm2	SINE	B2	-1	194	2	3
366947	612	296	226	78	104	chr10	3651362	3651555	-127043438	+	B2_Mm2	SINE	B2	1	188	-7	3
4938196	1685	1170	84	10	45	chrX	144297496	144297578	-26733721	+	B2_Mm2	SINE	B2	1	79	-116	4
3576533	1625	1410	73	17	0	chr5	136333872	136334050	-15500634	-	B2_Mm2	SINE	B2	-14	181	1	3
763051	1168	1318	75	0	36	chr11	76542937	76543100	-45539443	-	B2_Mm2	SINE	B2	-34	161	3	6
4999292	627	494	165	252	0	chrY	5621198	5621301	-86123397	+	B2_Mm2	SINE	B2	1	129	-66	4
862105	1470	1056	126	54	11	chr11	116089099	116089134	-5993409	-	B2_Mm2	SINE	B2	-1	194	159	7
3463482	1255	1252	87	5	42	chr5	87845023	87845216	-63989468	+	B2_Mm2	SINE	B2	1	186	-9	3
720438	1026	1314	94	20	35	chr11	57822307	57822334	-64260209	+	B2_Mm2	SINE	B2	174	195	0	6
4569483	1141	767	143	0	0	chr9	72942236	72942348	-51652762	-	B2_Mm2	SINE	B2	-83	112	1	4
2239144	1212	233	128	0	0	chr18	82246693	82246732	-8455907	+	B2_Mm2	SINE	B2	1	39	-156	1
4358992	1324	265	289	79	89	chr8	96976064	96976097	-32425116	+	B2_Mm2	SINE	B2	1	188	-7	3
324976	1916	359	89	13	34	chr1	174523896	174523963	-20948008	-	B2_Mm2	SINE	B2	-82	116	46	2
1200645	1012	1240	113	17	0	chr13	56038406	56038583	-64383056	-	B2_Mm2	SINE	B2	-14	181	2	1
4683238	634	1029	64	113	0	chrX	6465244	6465385	-164565914	+	B2_Mm2	SINE	B2	2	158	-37	4
3222586	1506	746	89	219	43	chr4	120724916	120725080	-35783036	+	B2_Mm2	SINE	B2	1	193	-2	2
1358716	792	1176	104	6	28	chr14	27135894	27135913	-97766331	+	B2_Mm2	SINE	B2	159	175	-20	1
2236486	1199	1315	90	23	0	chr18	80484749	80484926	-10217713	-	B2_Mm2	SINE	B2	-14	181	1	1
4530236	1020	284	182	0	35	chr9	57083897	57083954	-67511156	-	B2_Mm2	SINE	B2	-94	101	47	4
4551181	1084	436	130	101	0	chr9	65438109	65438178	-59156932	-	B2_Mm2	SINE	B2	-119	76	1	4
1725085	1364	934	89	185	31	chr15	102134047	102134209	-1909476	-	B2_Mm2	SINE	B2	-7	188	2	1
3841317	1503	1006	142	53	37	chr6	120446552	120446742	-29289804	-	B2_Mm2	SINE	B2	-1	194	2	3
2588899	1497	345	64	0	0	chr2	119637349	119637396	-62475828	-	B2_Mm2	SINE	B2	-148	47	1	2
2527102	1246	290	54	0	0	chr2	86761207	86761244	-95351980	+	B2_Mm2	SINE	B2	4	40	-155	2
2664088	1776	692	136	0	26	chr2	156190095	156190208	-25923016	+	B2_Mm2	SINE	B2	1	110	-85	2
4380499	1405	1417	81	16	0	chr8	107521155	107521340	-21879873	-	B2_Mm2	SINE	B2	-7	188	1	3
58833	860	210	74	0	0	chr1	36136150	36136177	-159335794	+	B2_Mm2	SINE	B2	47	73	-122	5
2865062	1247	1464	65	38	0	chr3	86806535	86806719	-73232961	+	B2_Mm2	SINE	B2	2	192	-3	2
3404827	1014	1207	119	0	30	chr5	56314149	56314349	-95520335	+	B2_Mm2	SINE	B2	2	195	0	3
961582	970	721	113	0	0	chr12	50589988	50590094	-69538928	+	B2_Mm2	SINE	B2	2	107	-88	8
3909642	638	570	230	38	118	chr7	6970676	6970714	-138470745	+	B2_Mm2	SINE	B2	162	195	0	3
2844130	1156	318	294	11	21	chr3	74926993	74927087	-85112593	+	B2_Mm2	SINE	B2	7	99	-96	2
3434734	1136	1406	89	17	0	chr5	72299584	72299763	-79534921	-	B2_Mm2	SINE	B2	-12	183	2	3
2339534	933	868	77	244	25	chr19	45693908	45694068	-15737498	+	B2_Mm2	SINE	B2	1	195	0	2
1917004	634	1364	87	5	26	chr17	6432263	6432452	-88554819	+	B2_Mm2	SINE	B2	2	186	-9	1
209779	1487	284	53	0	0	chr1	118338519	118338557	-77133414	-	B2_Mm2	SINE	B2	-94	101	64	1
4567396	1135	628	140	0	9	chr9	72201660	72201768	-52393342	+	B2_Mm2	SINE	B2	1	107	-88	4
201315	1452	558	249	87	77	chr1	113730839	113731022	-81740949	-	B2_Mm2	SINE	B2	-9	186	2	1
595203	1514	279	153	65	36	chr10	121776392	121776459	-8918534	-	B2_Mm2	SINE	B2	-98	118	47	5
1220957	1092	1200	83	0	18	chr13	66474153	66474324	-53947315	-	B2_Mm2	SINE	B2	-26	169	2	1
4042499	1164	445	76	158	23	chr7	75919145	75919264	-69522195	-	B2_Mm2	SINE	B2	0	195	46	3
3683439	881	1173	129	64	0	chr6	38855245	38855416	-110881130	-	B2_Mm2	SINE	B2	-12	183	2	3
3951015	802	398	229	171	77	chr7	28517971	28517991	-116923468	-	B2_Mm2	SINE	B2	-9	186	161	3
1948363	775	1167	70	44	6	chr17	24979122	24979281	-70007990	+	B2_Mm2	SINE	B2	3	167	-28	1
5132624	1218	665	205	0	0	chrY	83029294	83029416	-8715282	+	B2_Mm2	SINE	B2	2	123	-72	4
3278096	1663	1274	115	16	16	chr4	141412589	141412774	-15095342	-	B2_Mm2	SINE	B2	-9	186	2	2
2496112	1118	1186	101	0	108	chr2	69937893	69937917	-112175307	+	B2_Mm2	SINE	B2	170	190	-5	2
3941240	772	504	192	30	0	chr7	24601718	24601817	-120839642	-	B2_Mm2	SINE	B2	-93	102	1	3
1029376	1222	420	86	331	0	chr12	83615059	83615161	-36513861	+	B2_Mm2	SINE	B2	46	186	-9	9
4989865	1877	327	145	0	31	chrX	169401230	169401294	-1630005	+	B2_Mm2	SINE	B2	114	175	-20	4
4123748	1474	303	96	368	28	chr7	116639690	116639796	-28801663	+	B2_Mm2	SINE	B2	47	188	-7	3
