chrom	fold	centered_start	centered_end	n_insertions	URQ_orig	URQ_sine	URQ_diff	insertion_sites
chr7	1	115075072	116385792	3	-0.16533330082893372	-0.0739736557006836	0.09135964512825012	[655682, 656244, 656500]
chr8	1	10117120	11427840	1	-0.1886216402053833	-0.13845111429691315	0.050170525908470154	[655820]
chr8	1	10117120	11427840	2	-0.1886216402053833	-0.1433452069759369	0.04527643322944641	[655575, 655860]
chr8	1	10117120	11427840	3	-0.1886216402053833	-0.18778131902217865	0.0008403211832046509	[655387, 656964, 657170]
chr11	2	45981696	47292416	1	-0.3581831455230713	-0.35775819420814514	0.00042495131492614746	[655792]
chr11	2	45981696	47292416	2	-0.3581831455230713	-0.34917399287223816	0.00900915265083313	[656520, 656832]
chr11	2	45981696	47292416	3	-0.3581831455230713	-0.3821156322956085	-0.02393248677253723	[655513, 656355, 656676]
chr11	2	56039424	57350144	1	-0.363917738199234	-0.36792871356010437	-0.004010975360870361	[657083]
chr11	2	56039424	57350144	2	-0.363917738199234	-0.36630740761756897	-0.002389669418334961	[656060, 657045]
chr11	2	56039424	57350144	3	-0.363917738199234	-0.30858343839645386	0.05533429980278015	[656061, 656374, 656615]
chr11	2	39716864	41027584	1	-0.24801838397979736	-0.14914847910404205	0.09886990487575531	[656835]
chr11	2	39716864	41027584	2	-0.24801838397979736	-0.24816758930683136	-0.00014920532703399658	[655491, 656423]
chr11	2	39716864	41027584	3	-0.24801838397979736	-0.243046835064888	0.004971548914909363	[655416, 655702, 657089]
chr11	2	42188800	43499520	1	-0.21748502552509308	-0.22155438363552094	-0.0040693581104278564	[655833]
chr11	2	42188800	43499520	2	-0.21748502552509308	-0.22575333714485168	-0.008268311619758606	[655536, 655911]
chr11	2	42188800	43499520	3	-0.21748502552509308	-0.2219782918691635	-0.004493266344070435	[655833, 656265, 656480]
chr11	2	44619776	45930496	1	-0.13496506214141846	-0.12939514219760895	0.005569919943809509	[656035]
chr11	2	44619776	45930496	2	-0.13496506214141846	-0.13463883101940155	0.00032623112201690674	[655921, 656744]
chr11	2	44619776	45930496	3	-0.13496506214141846	-0.1328262835741043	0.002138778567314148	[655421, 656632, 656855]
chr11	2	55146496	56457216	1	-0.13363559544086456	-0.13439685106277466	-0.0007612556219100952	[656527]
chr11	2	55146496	56457216	2	-0.13363559544086456	-0.11778131127357483	0.015854284167289734	[655453, 656889]
chr11	2	55146496	56457216	3	-0.13363559544086456	-0.13176199793815613	0.001873597502708435	[655885, 656118, 657028]
chr11	2	43421696	44732416	1	-0.12210678309202194	-0.1213185265660286	0.0007882565259933472	[655815]
chr11	2	43421696	44732416	2	-0.12210678309202194	-0.09005231410264969	0.03205446898937225	[656526, 656798]
chr11	2	43421696	44732416	3	-0.12210678309202194	-0.10886865854263306	0.013238124549388885	[655598, 656276, 656496]
chr14	2	10399744	11710464	1	-0.20499446988105774	-0.2132193148136139	-0.008224844932556152	[656472]
chr14	2	10399744	11710464	2	-0.20499446988105774	-0.20064005255699158	0.004354417324066162	[655874, 656955]
chr14	2	10399744	11710464	3	-0.20499446988105774	-0.20830927789211273	-0.0033148080110549927	[655866, 656366, 656671]
chr14	2	11220992	12531712	1	-0.19425669312477112	-0.19152067601680756	0.002736017107963562	[656383]
chr14	2	11220992	12531712	2	-0.19425669312477112	-0.19963622093200684	-0.005379527807235718	[656468, 657015]
chr14	2	11220992	12531712	3	-0.19425669312477112	-0.1907978653907776	0.0034588277339935303	[655578, 656360, 656657]
chr14	2	17168384	18479104	1	-0.11243052035570145	-0.11313977837562561	-0.0007092580199241638	[655734]
chr14	2	17168384	18479104	2	-0.11243052035570145	-0.04560747370123863	0.06682304665446281	[655970, 656884]
chr14	2	17168384	18479104	3	-0.11243052035570145	-0.03550169616937637	0.07692882418632507	[655562, 656128, 656778]
chr14	2	12353536	13664256	1	-0.16497936844825745	-0.05230503901839256	0.11267432942986488	[656989]
chr14	2	12353536	13664256	2	-0.16497936844825745	-0.1618526130914688	0.0031267553567886353	[655769, 656265]
chr14	2	12353536	13664256	3	-0.16497936844825745	-0.1606360673904419	0.004343301057815552	[655828, 656417, 656817]
chr14	2	32135168	33445888	1	-0.24108709394931793	-0.2169315218925476	0.024155572056770325	[656369]
chr14	2	32135168	33445888	2	-0.24108709394931793	-0.17053240537643433	0.0705546885728836	[656037, 657204]
chr14	2	32135168	33445888	3	-0.24108709394931793	-0.2441130131483078	-0.003025919198989868	[655425, 656263, 656921]
chr14	2	34529280	35840000	1	-0.3910715878009796	-0.3903297185897827	0.0007418692111968994	[656791]
chr14	2	34529280	35840000	2	-0.3910715878009796	-0.3054475486278534	0.08562403917312622	[655845, 656428]
chr14	2	34529280	35840000	3	-0.3910715878009796	-0.3904038071632385	0.0006677806377410889	[655486, 656560, 657059]
chr16	2	27633664	28944384	1	-0.31039267778396606	-0.3032929003238678	0.007099777460098267	[657006]
chr16	2	27633664	28944384	2	-0.31039267778396606	-0.3087104558944702	0.0016822218894958496	[655542, 656788]
chr16	2	27633664	28944384	3	-0.31039267778396606	-0.2958952784538269	0.01449739933013916	[655906, 656142, 656550]
chr16	2	83501056	84811776	1	-0.1837618499994278	-0.1675449013710022	0.016216948628425598	[656283]
chr16	2	83501056	84811776	2	-0.1837618499994278	-0.008880681358277798	0.17488116864115	[656195, 657137]
chr16	2	83501056	84811776	3	-0.1837618499994278	-0.17325705289840698	0.010504797101020813	[656393, 656712, 657013]
chr16	2	86013952	87324672	1	-0.38875678181648254	-0.38564810156822205	0.003108680248260498	[656854]
chr16	2	86013952	87324672	2	-0.38875678181648254	-0.3941468298435211	-0.005390048027038574	[655552, 656085]
chr16	2	86013952	87324672	3	-0.38875678181648254	-0.20381926000118256	0.1849375218153	[655394, 656582, 656812]
chr16	2	55816192	57126912	1	-0.28524360060691833	-0.28561457991600037	-0.00037097930908203125	[655646]
chr16	2	55816192	57126912	2	-0.28524360060691833	-0.28268322348594666	0.0025603771209716797	[655584, 655875]
chr16	2	55816192	57126912	3	-0.28524360060691833	-0.14167393743991852	0.14356966316699982	[656041, 656288, 656955]
chr16	2	84725760	86036480	1	-0.2672315835952759	-0.2502578794956207	0.01697370409965515	[656656]
chr16	2	84725760	86036480	2	-0.2672315835952759	-0.26502180099487305	0.002209782600402832	[655671, 656330]
chr16	2	84725760	86036480	3	-0.2672315835952759	-0.24471262097358704	0.022518962621688843	[655594, 656432, 656656]
chr16	2	75931648	77242368	1	-0.20678582787513733	-0.21140696108341217	-0.004621133208274841	[655775]
chr16	2	75931648	77242368	2	-0.20678582787513733	-0.2084776759147644	-0.0016918480396270752	[655624, 656817]
chr16	2	75931648	77242368	3	-0.20678582787513733	-0.2153392881155014	-0.008553460240364075	[655532, 655809, 656043]
chr16	2	25088000	26398720	1	-0.29462239146232605	-0.29292386770248413	0.001698523759841919	[656061]
chr16	2	25088000	26398720	2	-0.29462239146232605	-0.29590657353401184	-0.001284182071685791	[655454, 656030]
chr16	2	25088000	26398720	3	-0.29462239146232605	-0.2779897153377533	0.016632676124572754	[655470, 655975, 656648]
chr16	2	23521280	24832000	1	-0.35931774973869324	-0.3583478629589081	0.0009698867797851562	[656483]
chr16	2	23521280	24832000	2	-0.35931774973869324	-0.3612145483493805	-0.0018967986106872559	[656003, 656271]
chr16	2	23521280	24832000	3	-0.35931774973869324	-0.3639868199825287	-0.004669070243835449	[655588, 655952, 656557]
chr16	2	87361536	88672256	1	-0.2507486343383789	-0.24993105232715607	0.0008175820112228394	[656851]
chr16	2	87361536	88672256	2	-0.2507486343383789	-0.21586310863494873	0.034885525703430176	[655754, 656798]
chr16	2	87361536	88672256	3	-0.2507486343383789	-0.19468776881694794	0.05606086552143097	[655377, 656465, 656800]
chr16	2	28428288	29739008	1	-0.17676733434200287	-0.17739732563495636	-0.0006299912929534912	[656771]
chr16	2	28428288	29739008	2	-0.17676733434200287	-0.17778705060482025	-0.0010197162628173828	[656358, 656821]
chr16	2	28428288	29739008	3	-0.17676733434200287	-0.15000084042549133	0.026766493916511536	[656355, 656749, 657077]
chr16	2	41957376	43268096	1	-0.2187158465385437	-0.2170649766921997	0.0016508698463439941	[656494]
chr16	2	41957376	43268096	2	-0.2187158465385437	-0.1138027012348175	0.1049131453037262	[655774, 656850]
chr16	2	41957376	43268096	3	-0.2187158465385437	-0.13062915205955505	0.08808669447898865	[655692, 656582, 657010]
chr16	2	23068672	24379392	1	-0.10813228785991669	-0.10490483790636063	0.003227449953556061	[656978]
chr16	2	23068672	24379392	2	-0.10813228785991669	0.0030849804170429707	0.11121726827695966	[655675, 656802]
chr16	2	23068672	24379392	3	-0.10813228785991669	-0.11370134353637695	-0.005569055676460266	[655380, 655760, 657141]
chr16	2	92489728	93800448	1	-0.28290116786956787	-0.28653353452682495	-0.00363236665725708	[655437]
chr16	2	92489728	93800448	2	-0.28290116786956787	-0.27091649174690247	0.011984676122665405	[656225, 657113]
chr16	2	92489728	93800448	3	-0.28290116786956787	-0.27185729146003723	0.01104387640953064	[655650, 656448, 656934]
chr16	2	85454848	86765568	1	-0.16413141787052155	-0.1635850965976715	0.0005463212728500366	[656124]
chr16	2	85454848	86765568	2	-0.16413141787052155	-0.16247697174549103	0.0016544461250305176	[655560, 656222]
chr16	2	85454848	86765568	3	-0.16413141787052155	-0.14404481649398804	0.02008660137653351	[655795, 656275, 656546]
chr17	2	29601792	30912512	1	-0.19852609932422638	-0.1980724334716797	0.0004536658525466919	[656516]
chr17	2	29601792	30912512	2	-0.19852609932422638	-0.14904384315013885	0.049482256174087524	[655882, 656691]
chr17	2	29601792	30912512	3	-0.19852609932422638	-0.19340312480926514	0.005122974514961243	[655952, 656287, 657033]
chr18	2	83652608	84963328	1	-0.3380460739135742	-0.32695457339286804	0.011091500520706177	[656681]
chr18	2	83652608	84963328	2	-0.3380460739135742	-0.32557791471481323	0.012468159198760986	[655710, 656893]
chr18	2	83652608	84963328	3	-0.3380460739135742	-0.3178591728210449	0.020186901092529297	[655667, 656339, 656776]
chr3	2	72771584	74082304	1	-0.2594016492366791	-0.25913000106811523	0.0002716481685638428	[655553]
chr3	2	72771584	74082304	2	-0.2594016492366791	-0.14764298498630524	0.11175866425037384	[656302, 656922]
chr3	2	72771584	74082304	3	-0.2594016492366791	-0.06741806864738464	0.19198358058929443	[656523, 656974, 657198]
chr3	2	31385600	32696320	1	-0.13787323236465454	-0.13943970203399658	-0.001566469669342041	[656130]
chr3	2	31385600	32696320	2	-0.13787323236465454	-0.12632176280021667	0.011551469564437866	[656265, 656561]
chr3	2	31385600	32696320	3	-0.13787323236465454	-0.0629924014210701	0.07488083094358444	[655957, 656355, 657035]
chr3	2	69746688	71057408	1	-0.1652679294347763	-0.15929026901721954	0.005977660417556763	[655408]
chr3	2	69746688	71057408	2	-0.1652679294347763	-0.14673422276973724	0.018533706665039062	[655700, 656488]
chr3	2	69746688	71057408	3	-0.1652679294347763	-0.16555780172348022	-0.00028987228870391846	[656020, 656450, 657032]
chr3	2	64485376	65796096	1	-0.42619630694389343	-0.23839743435382843	0.187798872590065	[655892]
chr3	2	64485376	65796096	2	-0.42619630694389343	-0.4286588430404663	-0.002462536096572876	[655748, 656761]
chr3	2	64485376	65796096	3	-0.42619630694389343	-0.4247090816497803	0.0014872252941131592	[655469, 656311, 656578]
chr3	2	33613824	34924544	1	-0.1957845836877823	-0.19066429138183594	0.00512029230594635	[655972]
chr3	2	33613824	34924544	2	-0.1957845836877823	-0.1952357143163681	0.0005488693714141846	[656432, 656671]
chr3	2	33613824	34924544	3	-0.1957845836877823	-0.19575460255146027	2.9981136322021484e-05	[655493, 655838, 656906]
chr3	2	29609984	30920704	1	-0.21383553743362427	-0.213703915476799	0.00013162195682525635	[656596]
chr3	2	29609984	30920704	2	-0.21383553743362427	-0.20454153418540955	0.009294003248214722	[655979, 656711]
chr3	2	29609984	30920704	3	-0.21383553743362427	-0.1481824815273285	0.06565305590629578	[655801, 656319, 656872]
chr6	2	73232384	74543104	1	-0.2639531195163727	-0.2378438115119934	0.026109308004379272	[655589]
chr6	2	73232384	74543104	2	-0.2639531195163727	-0.23164866864681244	0.03230445086956024	[655470, 656712]
chr6	2	73232384	74543104	3	-0.2639531195163727	-0.25703591108322144	0.006917208433151245	[655816, 656020, 656285]
chr6	2	80910336	82221056	1	-0.2577017843723297	-0.24249431490898132	0.015207469463348389	[656582]
chr6	2	80910336	82221056	2	-0.2577017843723297	-0.20690053701400757	0.050801247358322144	[655634, 656793]
chr6	2	80910336	82221056	3	-0.2577017843723297	-0.24311788380146027	0.014583900570869446	[655384, 655928, 657083]
chr6	2	95879168	97189888	1	-0.33005592226982117	-0.010824352502822876	0.3192315697669983	[656231]
chr6	2	95879168	97189888	2	-0.33005592226982117	-0.012876393273472786	0.3171795289963484	[656265, 656891]
chr6	2	95879168	97189888	3	-0.33005592226982117	-0.3216401934623718	0.00841572880744934	[655952, 656448, 656667]
chr6	2	92551168	93861888	1	-0.14573977887630463	-0.14123880863189697	0.004500970244407654	[656408]
chr6	2	92551168	93861888	2	-0.14573977887630463	-0.09745045751333237	0.04828932136297226	[655563, 656215]
chr6	2	92551168	93861888	3	-0.14573977887630463	-0.1363667994737625	0.009372979402542114	[655680, 656297, 656615]
chr6	2	91858944	93169664	1	-0.11427529901266098	-0.11405488103628159	0.00022041797637939453	[656974]
chr6	2	91858944	93169664	2	-0.11427529901266098	-0.1159421056509018	-0.0016668066382408142	[655388, 656063]
chr6	2	91858944	93169664	3	-0.11427529901266098	-0.10960549861192703	0.004669800400733948	[656223, 656935, 657194]
chr6	2	89509888	90820608	1	-0.2612225413322449	-0.2617560625076294	-0.0005335211753845215	[656746]
chr6	2	89509888	90820608	2	-0.2612225413322449	-0.2573360800743103	0.0038864612579345703	[655431, 656105]
chr6	2	89509888	90820608	3	-0.2612225413322449	-0.25262346863746643	0.008599072694778442	[655545, 656251, 656475]
chr6	2	99411968	100722688	1	-0.4627482295036316	-0.4551582932472229	0.007589936256408691	[655589]
chr6	2	99411968	100722688	2	-0.4627482295036316	-0.3966820240020752	0.0660662055015564	[655459, 656560]
chr6	2	99411968	100722688	3	-0.4627482295036316	-0.393523633480072	0.06922459602355957	[655482, 655736, 656585]
chr6	2	116738048	118048768	1	-0.1550007462501526	-0.15453125536441803	0.0004694908857345581	[656256]
chr6	2	116738048	118048768	2	-0.1550007462501526	-0.1411277949810028	0.01387295126914978	[656755, 657164]
chr6	2	116738048	118048768	3	-0.1550007462501526	-0.0692065879702568	0.08579415827989578	[656028, 656392, 657074]
chr7	2	84496384	85807104	1	-0.29742807149887085	-0.294701486825943	0.0027265846729278564	[656730]
chr7	2	84496384	85807104	2	-0.29742807149887085	-0.29981595277786255	-0.0023878812789916992	[655894, 657060]
chr7	2	84496384	85807104	3	-0.29742807149887085	-0.20730769634246826	0.09012037515640259	[655486, 656235, 656793]
chr7	2	75452416	76763136	1	-0.30468299984931946	-0.30368295311927795	0.001000046730041504	[656443]
chr7	2	75452416	76763136	2	-0.30468299984931946	-0.30181685090065	0.0028661489486694336	[656087, 656807]
chr7	2	75452416	76763136	3	-0.30468299984931946	-0.2883088290691376	0.016374170780181885	[655478, 656060, 656973]
chr7	2	66351104	67661824	1	-0.3494705259799957	-0.3505999445915222	-0.0011294186115264893	[657142]
chr7	2	66351104	67661824	2	-0.3494705259799957	-0.2655973434448242	0.08387318253517151	[656410, 657036]
chr7	2	66351104	67661824	3	-0.3494705259799957	-0.25771087408065796	0.09175965189933777	[655893, 656386, 656635]
chr7	2	72183808	73494528	1	-0.2189977616071701	-0.21671399474143982	0.0022837668657302856	[656660]
chr7	2	72183808	73494528	2	-0.2189977616071701	-0.2151602953672409	0.0038374662399291992	[655549, 656692]
chr7	2	72183808	73494528	3	-0.2189977616071701	-0.1500481814146042	0.06894958019256592	[655753, 656300, 656539]
chr9	2	104148992	105459712	1	-0.3308214545249939	-0.3261072039604187	0.004714250564575195	[656105]
chr9	2	104148992	105459712	2	-0.3308214545249939	-0.22010117769241333	0.11072027683258057	[655465, 655984]
chr9	2	104148992	105459712	3	-0.3308214545249939	-0.2639563977718353	0.06686505675315857	[656320, 656820, 657059]
chr9	2	111067136	112377856	1	-0.1964544653892517	-0.19555552303791046	0.0008989423513412476	[656876]
chr9	2	111067136	112377856	2	-0.1964544653892517	-0.1629849374294281	0.03346952795982361	[656212, 656501]
chr9	2	111067136	112377856	3	-0.1964544653892517	-0.16465771198272705	0.03179675340652466	[655510, 656610, 657026]
chr9	2	101357568	102668288	1	-0.24355272948741913	-0.2429766207933426	0.0005761086940765381	[656078]
chr9	2	101357568	102668288	2	-0.24355272948741913	-0.23925355076789856	0.004299178719520569	[656620, 657028]
chr9	2	101357568	102668288	3	-0.24355272948741913	-0.04774506762623787	0.19580766186118126	[655875, 656388, 656860]
chr9	2	96993280	98304000	1	-0.2442581057548523	-0.23947615921497345	0.004781946539878845	[655375]
chr9	2	96993280	98304000	2	-0.2442581057548523	-0.2298416942358017	0.014416411519050598	[655588, 656584]
chr9	2	96993280	98304000	3	-0.2442581057548523	-0.24216461181640625	0.002093493938446045	[655455, 655695, 656995]
chr9	2	112386048	113696768	1	-0.3027653694152832	-0.3000463545322418	0.002719014883041382	[655562]
chr9	2	112386048	113696768	2	-0.3027653694152832	-0.2995339334011078	0.003231436014175415	[656802, 657018]
chr9	2	112386048	113696768	3	-0.3027653694152832	-0.2972637712955475	0.005501598119735718	[655633, 655857, 656898]
chr9	2	99528704	100839424	1	-0.1295163333415985	-0.1277930736541748	0.001723259687423706	[656812]
chr9	2	99528704	100839424	2	-0.1295163333415985	-0.13095568120479584	-0.0014393478631973267	[655826, 656157]
chr9	2	99528704	100839424	3	-0.1295163333415985	-0.05497223883867264	0.07454409450292587	[656045, 656604, 657150]
chr11	3	52287488	53598208	1	-0.28421837091445923	-0.2839617431163788	0.00025662779808044434	[656340]
chr11	3	52287488	53598208	2	-0.28421837091445923	-0.28485947847366333	-0.0006411075592041016	[656404, 656908]
chr11	3	52287488	53598208	3	-0.28421837091445923	-0.28170081973075867	0.0025175511837005615	[655837, 656360, 657094]
chr12	3	24944640	26255360	1	-0.32396915555000305	-0.31090763211250305	0.0130615234375	[656596]
chr12	3	24944640	26255360	2	-0.32396915555000305	-0.2766631543636322	0.04730600118637085	[655799, 656400]
chr12	3	24944640	26255360	3	-0.32396915555000305	-0.2925964891910553	0.031372666358947754	[655613, 656137, 656512]
chr12	3	4995072	6305792	1	-0.3057823181152344	-0.30203011631965637	0.003752201795578003	[656553]
chr12	3	4995072	6305792	2	-0.3057823181152344	-0.2501079738140106	0.055674344301223755	[655668, 655940]
chr12	3	4995072	6305792	3	-0.3057823181152344	-0.3018660545349121	0.003916263580322266	[655384, 657005, 657209]
chr12	3	24614912	25925632	1	-0.3693942129611969	-0.36618518829345703	0.003209024667739868	[656457]
chr12	3	24614912	25925632	2	-0.3693942129611969	-0.3324170410633087	0.036977171897888184	[656232, 656860]
chr12	3	24614912	25925632	3	-0.3693942129611969	-0.1696450561285019	0.199749156832695	[655589, 656280, 657113]
chr12	3	26210304	27521024	1	-0.3052408993244171	-0.30634748935699463	-0.0011065900325775146	[656226]
chr12	3	26210304	27521024	2	-0.3052408993244171	-0.3022608458995819	0.002980053424835205	[656164, 656898]
chr12	3	26210304	27521024	3	-0.3052408993244171	-0.12324128299951553	0.18199961632490158	[655606, 655893, 656488]
chr12	3	15458304	16769024	1	-0.3410513997077942	-0.34142598509788513	-0.0003745853900909424	[656345]
chr12	3	15458304	16769024	2	-0.3410513997077942	-0.33217400312423706	0.008877396583557129	[656827, 657060]
chr12	3	15458304	16769024	3	-0.3410513997077942	-0.2098812609910965	0.1311701387166977	[655386, 655927, 656685]
chr13	3	82685952	83996672	1	-0.3967822790145874	-0.3946450352668762	0.0021372437477111816	[656204]
chr13	3	82685952	83996672	2	-0.3967822790145874	-0.3478873670101166	0.048894912004470825	[656331, 656599]
chr13	3	82685952	83996672	3	-0.3967822790145874	-0.39177432656288147	0.005007952451705933	[656083, 656485, 656945]
chr13	3	89972736	91283456	1	-0.2753012478351593	-0.2240833044052124	0.0512179434299469	[656020]
chr13	3	89972736	91283456	2	-0.2753012478351593	-0.2614510655403137	0.013850182294845581	[655520, 656165]
chr13	3	89972736	91283456	3	-0.2753012478351593	-0.2713337242603302	0.0039675235748291016	[655469, 656284, 656991]
chr13	3	118069248	119379968	1	-0.42768222093582153	-0.4270617663860321	0.0006204545497894287	[655730]
chr13	3	118069248	119379968	2	-0.42768222093582153	-0.3675270080566406	0.06015521287918091	[656314, 656882]
chr13	3	118069248	119379968	3	-0.42768222093582153	-0.32916224002838135	0.09851998090744019	[656200, 656448, 656744]
chr13	3	56375296	57686016	1	-0.117254838347435	-0.11955505609512329	-0.0023002177476882935	[656147]
chr13	3	56375296	57686016	2	-0.117254838347435	-0.12012041360139847	-0.0028655752539634705	[656309, 656575]
chr13	3	56375296	57686016	3	-0.117254838347435	-0.04554012045264244	0.07171471789479256	[655780, 656358, 657167]
chr13	3	117180416	118491136	1	-0.24285456538200378	-0.23352886736392975	0.009325698018074036	[656206]
chr13	3	117180416	118491136	2	-0.24285456538200378	-0.21999196708202362	0.022862598299980164	[655842, 656559]
chr13	3	117180416	118491136	3	-0.24285456538200378	-0.050076037645339966	0.19277852773666382	[655543, 656006, 657041]
chr13	3	79720448	81031168	1	-0.19114159047603607	-0.19305294752120972	-0.001911357045173645	[656326]
chr13	3	79720448	81031168	2	-0.19114159047603607	-0.16181431710720062	0.02932727336883545	[655587, 656745]
chr13	3	79720448	81031168	3	-0.19114159047603607	-0.18657182157039642	0.0045697689056396484	[656000, 656413, 656753]
chr13	3	101537792	102848512	1	-0.2692316472530365	-0.2652443051338196	0.003987342119216919	[656081]
chr13	3	101537792	102848512	2	-0.2692316472530365	-0.22995944321155548	0.03927220404148102	[655744, 656364]
chr13	3	101537792	102848512	3	-0.2692316472530365	-0.22946953773498535	0.03976210951805115	[655761, 656036, 656869]
chr13	3	83263488	84574208	1	-0.2490122765302658	-0.24870716035366058	0.0003051161766052246	[656649]
chr13	3	83263488	84574208	2	-0.2490122765302658	-0.2480102926492691	0.001001983880996704	[656015, 656781]
chr13	3	83263488	84574208	3	-0.2490122765302658	-0.19892939925193787	0.05008287727832794	[655900, 656342, 657068]
chr13	3	110026752	111337472	1	-0.24661961197853088	-0.24727511405944824	-0.0006555020809173584	[656105]
chr13	3	110026752	111337472	2	-0.24661961197853088	-0.2441793531179428	0.0024402588605880737	[656289, 657132]
chr13	3	110026752	111337472	3	-0.24661961197853088	-0.245874285697937	0.0007453262805938721	[655975, 656318, 656980]
chr13	3	113405952	114716672	1	-0.25915583968162537	-0.2587169408798218	0.00043889880180358887	[655470]
chr13	3	113405952	114716672	2	-0.25915583968162537	-0.22674044966697693	0.03241539001464844	[656293, 656630]
chr13	3	113405952	114716672	3	-0.25915583968162537	-0.2222740799188614	0.03688175976276398	[655572, 656317, 656643]
chr13	3	100675584	101986304	1	-0.12170220166444778	-0.12120244652032852	0.0004997551441192627	[656404]
chr13	3	100675584	101986304	2	-0.12170220166444778	-0.12111165374517441	0.0005905479192733765	[655465, 656543]
chr13	3	100675584	101986304	3	-0.12170220166444778	0.0352783128619194	0.1569805145263672	[655366, 656288, 657190]
chr13	3	111429632	112740352	1	-0.24420328438282013	-0.20707234740257263	0.0371309369802475	[656536]
chr13	3	111429632	112740352	2	-0.24420328438282013	-0.20952217280864716	0.034681111574172974	[656607, 656826]
chr13	3	111429632	112740352	3	-0.24420328438282013	-0.20484662055969238	0.03935666382312775	[655977, 656598, 657178]
chr13	3	68618240	69928960	1	-0.3478080928325653	-0.3449600636959076	0.002848029136657715	[656696]
chr13	3	68618240	69928960	2	-0.3478080928325653	-0.3438023626804352	0.004005730152130127	[655567, 656636]
chr13	3	68618240	69928960	3	-0.3478080928325653	-0.2968106269836426	0.05099746584892273	[655418, 656244, 656586]
chr13	3	99014656	100325376	1	-0.10377056151628494	-0.0769275575876236	0.026843003928661346	[655483]
chr13	3	99014656	100325376	2	-0.10377056151628494	-0.1071636900305748	-0.003393128514289856	[656076, 657108]
chr13	3	99014656	100325376	3	-0.10377056151628494	-0.10657782852649689	-0.0028072670102119446	[655980, 656463, 657014]
chr13	3	64010240	65320960	1	-0.2257719784975052	-0.22434678673744202	0.0014251917600631714	[656522]
chr13	3	64010240	65320960	2	-0.2257719784975052	-0.2229856252670288	0.0027863532304763794	[655661, 656891]
chr13	3	64010240	65320960	3	-0.2257719784975052	-0.1416342556476593	0.08413772284984589	[655718, 656259, 656554]
chr13	3	105635840	106946560	1	-0.20853222906589508	-0.19347548484802246	0.01505674421787262	[656962]
chr13	3	105635840	106946560	2	-0.20853222906589508	-0.19926652312278748	0.009265705943107605	[656118, 656535]
chr13	3	105635840	106946560	3	-0.20853222906589508	-0.12983790040016174	0.07869432866573334	[655670, 656754, 657053]
chr14	3	45537280	46848000	1	-0.16248458623886108	-0.16280625760555267	-0.00032167136669158936	[656881]
chr14	3	45537280	46848000	2	-0.16248458623886108	-0.0731620192527771	0.08932256698608398	[655474, 657007]
chr14	3	45537280	46848000	3	-0.16248458623886108	-0.1610065996646881	0.0014779865741729736	[655804, 656054, 656917]
chr15	3	24219648	25530368	1	-0.24639590084552765	-0.24463367462158203	0.0017622262239456177	[655707]
chr15	3	24219648	25530368	2	-0.24639590084552765	-0.24569235742092133	0.0007035434246063232	[655716, 656590]
chr15	3	24219648	25530368	3	-0.24639590084552765	-0.23731495440006256	0.009080946445465088	[655428, 656581, 657054]
chr15	3	39784448	41095168	1	-0.40905699133872986	-0.4075896441936493	0.0014673471450805664	[656082]
chr15	3	39784448	41095168	2	-0.40905699133872986	-0.3884029984474182	0.020653992891311646	[656236, 656803]
chr15	3	39784448	41095168	3	-0.40905699133872986	-0.40318211913108826	0.0058748722076416016	[655481, 655907, 656578]
chr15	3	27922432	29233152	1	-0.3298812210559845	-0.32987073063850403	1.049041748046875e-05	[657078]
chr15	3	27922432	29233152	2	-0.3298812210559845	-0.2930811047554016	0.036800116300582886	[656089, 656808]
chr15	3	27922432	29233152	3	-0.3298812210559845	-0.32748842239379883	0.002392798662185669	[655779, 656449, 656696]
chr15	3	61911040	63221760	1	-0.5871178507804871	-0.5936408042907715	-0.006522953510284424	[655443]
chr15	3	61911040	63221760	2	-0.5871178507804871	-0.5613044500350952	0.025813400745391846	[656026, 656521]
chr15	3	61911040	63221760	3	-0.5871178507804871	-0.4590151906013489	0.12810266017913818	[655611, 656093, 657089]
chr15	3	3819520	5130240	1	-0.41917264461517334	-0.4238927364349365	-0.004720091819763184	[656726]
chr15	3	3819520	5130240	2	-0.41917264461517334	-0.07649245858192444	0.3426801860332489	[655760, 656857]
chr15	3	3819520	5130240	3	-0.41917264461517334	-0.40820416808128357	0.01096847653388977	[655995, 656476, 656937]
chr15	3	31184896	32495616	1	-0.4311593472957611	-0.4278392195701599	0.0033201277256011963	[656094]
chr15	3	31184896	32495616	2	-0.4311593472957611	-0.36557772755622864	0.06558161973953247	[656194, 656897]
chr15	3	31184896	32495616	3	-0.4311593472957611	-0.36504706740379333	0.06611227989196777	[656252, 656593, 656914]
chr15	3	4984832	6295552	1	-0.3005099594593048	-0.3013734519481659	-0.000863492488861084	[656222]
chr15	3	4984832	6295552	2	-0.3005099594593048	-0.27123382687568665	0.029276132583618164	[655565, 657143]
chr15	3	4984832	6295552	3	-0.3005099594593048	-0.30000585317611694	0.0005041062831878662	[655757, 656012, 656747]
chr15	3	40192000	41502720	1	-0.3125748634338379	-0.2852255702018738	0.02734929323196411	[656842]
chr15	3	40192000	41502720	2	-0.3125748634338379	-0.27859577536582947	0.03397908806800842	[656043, 656471]
chr15	3	40192000	41502720	3	-0.3125748634338379	-0.30177929997444153	0.010795563459396362	[655511, 656414, 656640]
